"Station Field Number","PalmC","PalmD","Babassu","Tucum","TreeC","TreeD","Height","VC Height","DBH","VC DBH","BA","ShrubC","ShrubD","ShrubDBH","VC ShrubDBH","VC TSDBH","TSC","TotalD","NecroC","LitterC","FineNC","HerbC","AGC","SOC","Total C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.6109","4100.0000","1.6140","0.0000","0.0000","0.6109","4100.0000","0.0000","0.3914","0.0000","1.0266","2.0289","31.9974","34.0263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86","2.5475","2.0000","0.0000","0.0000","179.4874","458.0000","22.0435","42.5126","29.4731","65.3957","42.5649","1.1760","1100.0000","3.2154","57.4845","83.4753","180.6634","1560.0000","21.2963","2.3715","1.4745","1.2947","209.6479","65.6174","275.2653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87","8.7757","12.0000","5.2590","8.7758","20.7878","818.0000","12.2108","30.8756","14.6549","36.2584","11.6198","2.7071","2000.0000","3.6474","52.9953","55.0923","23.4949","2830.0000","0.0000","1.7927","0.4788","0.4452","34.9873","46.7559","81.7433","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3.2291","6900.0000","2.4431","40.4307","40.4307","3.2291","6900.0000","0.0000","2.2523","0.0000","0.4343","5.9157","37.8370","43.7527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.1724","0.2147","1.3703","3.0378","6.7953","31.9681","38.7633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90","0.6835","3.0000","0.0000","0.0000","34.2323","517.0000","10.4327","30.7834","18.9698","45.5657","15.6415","3.8805","3000.0000","3.6669","47.4002","77.8990","38.1128","3520.0000","6.1339","1.7882","0.2363","0.4624","47.4172","47.2784","94.6956","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91","0.0000","0.0000","0.0000","0.0000","3.3364","140.0000","7.5000","18.6740","14.3067","26.0623","2.2209","6.2011","6200.0000","3.1673","53.0328","92.1093","9.5375","6340.0000","0.0000","2.5308","0.1201","0.5697","12.7581","43.5839","56.3420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4.1866","6000.0000","2.8480","45.4087","45.4087","4.1866","6000.0000","0.0000","2.0873","0.0000","1.1336","7.4075","39.5831","46.9905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.3220","1400.0000","1.9591","19.8196","19.8196","0.3220","1400.0000","0.0000","0.1914","0.0000","0.2719","0.7853","37.6262","38.4115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94","1.9990","5.0000","0.0000","0.0000","34.0381","565.0000","9.8158","40.3695","19.3251","45.8016","16.6162","2.1105","2200.0000","2.9999","60.9299","74.7864","36.1487","2770.0000","1.6945","3.3920","0.6508","0.5846","44.4696","53.7624","98.2320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95","0.0000","0.0000","0.0000","0.0000","10.1658","370.0000","9.2838","19.3162","13.8776","26.3411","5.3274","6.3778","4600.0000","3.7778","46.7371","69.3494","16.5435","4970.0000","0.0000","2.9849","0.2218","0.4040","20.1543","37.4751","57.6293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.2007","4000.0000","2.6516","39.2828","39.2828","2.2007","4000.0000","0.0000","2.3562","0.0000","0.8148","5.3716","36.3676","41.7392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.4815","400.0000","4.0296","12.5218","12.5218","0.4815","400.0000","0.0000","0.1844","0.0000","1.1909","1.8569","25.8085","27.6653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98","1.7775","2.0000","0.0000","0.0000","77.7619","498.0000","13.2600","38.8389","23.9384","61.6009","25.9053","2.7625","3800.0000","2.7741","54.0377","108.5040","80.5244","4300.0000","8.8169","2.6415","0.3962","1.0587","95.2152","63.9115","159.1267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99","0.5615","1.0000","0.0000","0.0000","14.2601","399.0000","10.5125","24.0718","14.8993","26.6837","6.8978","5.9112","4300.0000","3.7375","48.2517","70.2722","20.1714","4700.0000","2.5425","2.9764","0.5254","0.3617","27.1389","46.5706","73.7095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3.8613","5300.0000","3.0865","32.5114","32.5114","3.8613","5300.0000","0.0000","2.0587","0.0000","0.6770","6.5971","27.2978","33.8950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.5442","1300.0000","2.3746","38.7661","38.7661","0.5442","1300.0000","0.0000","0.7039","0.0000","1.9177","3.1658","30.8286","33.9945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102","0.0000","0.0000","0.0000","0.0000","137.1298","509.4244","12.9851","40.5259","25.5803","61.1112","35.8513","9.3841","3000.0000","2.4649","58.3323","79.6657","146.5139","3509.4244","0.3410","3.7756","1.5450","0.1163","152.2919","34.0504","186.3422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103","0.0000","0.0000","0.0000","0.0000","87.2627","453.3877","11.8152","38.7128","22.0127","59.4591","23.2804","14.5810","4916.6667","2.8555","60.7353","88.2736","101.8437","5370.0543","0.9978","2.3480","1.3715","0.3859","106.9469","53.5391","160.4860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104","10.5581","74.0000","0.0000","0.0000","6.6810","486.3668","4.4364","39.4019","16.2029","30.5893","4.1244","17.0077","4166.6667","3.2715","73.6743","77.9470","23.6887","4727.0335","0.4343","3.1111","0.9299","0.1525","38.8745","47.5827","86.4572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105","12.3743","74.0000","0.0000","0.0000","0.2600","313.1625","3.3718","24.4232","12.7324","10.6066","0.1304","6.2064","7000.0000","2.2955","53.5819","79.1825","6.4663","7387.1625","0.0000","3.1476","0.9128","0.1478","23.0489","50.9261","73.9750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"106","4.6401","27.0000","0.0000","0.0000","5.8729","324.5028","5.4863","43.5744","14.7332","28.7590","3.9412","7.4499","8916.6667","2.5046","57.8368","96.4754","13.3228","9268.1695","0.1229","3.1841","0.8958","0.1431","22.3087","42.0386","64.3473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107","16.5079","36.0000","0.0000","0.0000","12.8745","422.4819","6.5479","35.3949","15.7945","40.8677","6.2718","16.5912","10083.3333","3.1082","56.7059","97.2980","29.4657","10541.8152","2.0250","3.2206","0.8787","0.1384","52.2363","39.1534","91.3897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4.8719","14000.0000","1.8173","47.0988","47.0988","4.8719","14000.0000","0.0000","3.2570","0.8616","0.1338","9.1244","49.7905","58.9148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109","23.1481","100.0000","22.3780","0.7701","6.3038","709.9847","4.7622","39.4131","13.5147","22.6781","4.5284","15.3346","4000.0000","3.2170","59.0111","50.5686","21.6384","4809.9847","0.2023","3.2935","0.8446","0.1291","49.2560","45.2314","94.4874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110","16.7406","94.0000","15.9441","0.7965","0.4100","405.2359","3.4510","22.1952","11.8730","26.2990","0.2372","37.0281","10750.0000","2.3603","56.6335","90.8620","37.4381","11249.2359","0.2031","3.3300","0.8275","0.1244","58.6638","48.3639","107.0277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111","1.5839","5.0000","0.0000","0.0922","1.7968","15.3770","5.6000","32.4391","28.8601","53.4737","1.1900","20.0779","8916.6667","2.0653","55.6843","115.4070","21.8747","8937.0436","0.1206","3.3665","0.8105","0.1197","27.8759","26.9780","54.8539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112","8.5907","85.0000","0.0000","0.0000","17.5436","831.9638","4.9791","47.7072","15.6314","53.2504","11.3912","8.0833","6583.3333","2.7631","59.3644","85.7477","25.6270","7500.2972","0.1206","0.3251","1.1832","0.6160","36.4626","32.4449","68.9074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"113","13.9399","70.0000","0.0000","0.0000","39.6695","882.6235","6.0989","52.7400","17.3737","73.6763","21.5479","2.3037","1916.6667","4.1980","56.5376","83.7860","41.9732","2869.2902","1.8433","3.4101","2.4574","0.7383","64.3621","41.2104","105.5725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"114","21.5625","145.0000","0.0000","0.0000","14.5517","807.6235","7.6614","21.4733","21.5616","47.7109","9.7767","2.1994","1500.0000","3.0333","56.9522","75.7758","16.7512","2452.6235","1.7969","1.5411","2.6937","0.6989","45.0442","27.4756","72.5198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115","0.0000","0.0000","0.0000","0.0000","201.9390","585.8380","17.7437","43.2223","23.6700","59.7042","34.8793","8.2138","6416.6667","2.7665","59.4401","95.0729","210.1529","7002.5047","1.3250","0.8993","1.0506","0.2248","213.6526","29.3778","243.0304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116","0.0000","0.0000","0.0000","0.0000","177.5329","555.2725","13.8000","46.9246","22.7837","76.2267","35.6626","11.3570","6500.0000","3.0435","55.9070","109.1480","188.8899","7055.2725","1.6035","1.1680","2.0798","0.3017","194.0428","23.7831","217.8259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117","0.0000","0.0000","0.0000","0.0000","123.7099","473.7646","13.0204","43.5017","22.6972","57.7244","25.4810","8.7116","6916.6667","2.6701","61.9525","101.6336","132.4215","7390.4313","0.9589","2.9388","1.1394","0.1703","137.6290","28.3615","165.9905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118","0.0000","0.0000","0.0000","0.0000","89.0129","376.9740","12.9595","52.5595","23.7498","54.4822","21.5848","6.8844","4833.3333","2.8837","62.6559","92.7805","95.8973","5210.3074","5.5882","1.4294","1.2824","0.3135","104.5109","24.1188","128.6297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"119","0.0000","0.0000","0.0000","0.0000","76.0668","376.9740","12.3882","42.6307","23.3635","51.8726","20.4460","8.3217","10166.6667","2.2504","58.4740","114.3443","84.3885","10543.6407","8.9958","1.0735","0.9437","0.7103","96.1117","34.3303","130.4419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120","0.0000","0.0000","0.0000","0.0000","86.9297","596.0265","11.0081","40.4687","21.0911","94.3155","39.1787","22.9905","10750.0000","2.7932","68.2381","107.9129","109.9202","11346.0265","4.3218","1.7949","1.3778","0.1236","117.5382","32.9890","150.5271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121","0.2546","4.0000","0.0000","0.2546","26.1942","581.8380","7.9685","30.5126","15.2143","40.0629","11.9123","4.7409","6000.0000","2.5555","56.5384","74.2677","30.9351","6585.8380","4.0936","2.6512","1.1216","0.0783","39.1345","30.5799","69.7144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
